数据由python量化入门课程提供
股票代码,股票名称,交易日期,新浪概念,收盘价,涨跌幅,成交量,MACD_金叉死叉
sz000002,万科Ａ,26/05/2003,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,6.78,-0.001473,16273693,
sz000002,万科Ａ,23/05/2003,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,6.79,-0.002173,23649553,死叉
sz000002,万科Ａ,22/05/2003,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,13.81,0.00656,11128472,
sz000002,万科Ａ,21/05/2003,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,13.72,-0.002907,6421049,
sz000002,万科Ａ,20/05/2003,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,13.76,-0.010072,7944621,
sz000002,万科Ａ,19/05/2003,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,13.9,0.001441,9346455,
sz000002,万科Ａ,16/05/2003,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,13.88,0.010925,14869859,金叉
sz000002,万科Ａ,15/05/2003,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,13.73,0.033886,14739540,
sz000002,万科Ａ,14/05/2003,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,13.28,0.014515,6625864,
sz000002,万科Ａ,13/05/2003,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,13.09,0.003065,16571522,
sz000002,万科Ａ,12/05/2003,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,13.05,0.016355,5829703,
sz000002,万科Ａ,30/04/2003,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,12.84,0.018239,5903882,
sz000002,万科Ａ,29/04/2003,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,12.61,-0.044697,8915968,
sz000002,万科Ａ,28/04/2003,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,13.2,0.081081,11630149,
sz000002,万科Ａ,25/04/2003,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,12.21,-0.02085,6005866,
sz000002,万科Ａ,24/04/2003,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,12.47,-0.053151,14622847,死叉
sz000002,万科Ａ,23/04/2003,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,13.17,-0.004535,15205268,
sz000002,万科Ａ,21/04/2003,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,13.23,-0.047516,19516561,
sz000002,万科Ａ,18/04/2003,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,13.89,-0.005727,16507407,
sz000002,万科Ａ,17/04/2003,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,13.97,0.012319,12166493,
sz000002,万科Ａ,16/04/2003,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,13.8,-0.014989,20016008,
sz000002,万科Ａ,15/04/2003,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,14.01,0.049438,22782675,
sz000002,万科Ａ,14/04/2003,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,13.35,0.046238,15285519,
sz000002,万科Ａ,11/04/2003,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,12.76,0.012698,8409686,
sz000002,万科Ａ,10/04/2003,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,12.6,0.052632,18437020,金叉
sz000002,万科Ａ,09/04/2003,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,11.97,0.016129,4838192,
sz000002,万科Ａ,08/04/2003,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,11.78,-0.010915,4548605,
sz000002,万科Ａ,07/04/2003,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,11.91,-0.005843,3639282,死叉
sz000002,万科Ａ,04/04/2003,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,11.98,0.016115,3794911,
sz000002,万科Ａ,03/04/2003,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,11.79,-0.005902,2707933,
sz000002,万科Ａ,02/04/2003,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,11.86,-0.000842,2439666,
sz000002,万科Ａ,01/04/2003,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,11.87,0.00508,5729706,
sz000002,万科Ａ,31/03/2003,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,11.81,0.022511,5159515,
sz000002,万科Ａ,28/03/2003,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,11.55,-0.015345,5250054,
sz000002,万科Ａ,27/03/2003,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,11.73,0.006867,7122965,
sz000002,万科Ａ,26/03/2003,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,11.65,0,3138272,
sz000002,万科Ａ,25/03/2003,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,11.65,-0.004274,5391741,
sz000002,万科Ａ,24/03/2003,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,11.7,0.024518,7677867,
sz000002,万科Ａ,21/03/2003,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,11.42,0.003515,3248225,
sz000002,万科Ａ,20/03/2003,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,11.38,-0.009574,4327988,
sz000002,万科Ａ,19/03/2003,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,11.49,0.015915,12200638,
sz000002,万科Ａ,18/03/2003,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,11.31,0.010724,20882340,
sz000002,万科Ａ,17/03/2003,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,11.19,-0.01061,7195254,
sz000002,万科Ａ,14/03/2003,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,11.31,0.038567,13685360,
sz000002,万科Ａ,13/03/2003,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,10.89,-0.01,3190628,
sz000002,万科Ａ,12/03/2003,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,11,0.023256,4563177,
sz000002,万科Ａ,11/03/2003,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,10.75,0.004673,1287539,
sz000002,万科Ａ,10/03/2003,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,10.7,-0.018349,2831625,
sz000002,万科Ａ,07/03/2003,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,10.9,0.004608,2395817,
sz000002,万科Ａ,06/03/2003,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,10.85,-0.0055,2610863,
sz000002,万科Ａ,05/03/2003,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,10.91,-0.003653,3911093,
sz000002,万科Ａ,04/03/2003,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,10.95,0.026242,13600680,
sz000002,万科Ａ,03/03/2003,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,10.67,0.032914,5553586,
sz000002,万科Ａ,28/02/2003,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,10.33,-0.001932,1717401,
sz000002,万科Ａ,27/02/2003,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,10.35,0.016699,2240718,金叉
sz000002,万科Ａ,26/02/2003,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,10.18,-0.001961,1017730,
sz000002,万科Ａ,25/02/2003,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,10.2,0.023069,3586822,
sz000002,万科Ａ,24/02/2003,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,9.97,0.003018,653197,
sz000002,万科Ａ,21/02/2003,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,9.94,-0.015842,1028616,死叉
sz000002,万科Ａ,20/02/2003,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,10.1,-0.009804,794400,
sz000002,万科Ａ,19/02/2003,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,10.2,0,743635,
sz000002,万科Ａ,18/02/2003,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,10.2,0.001965,863107,
sz000002,万科Ａ,17/02/2003,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,10.18,-0.007797,1207568,
sz000002,万科Ａ,14/02/2003,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,10.26,0.006869,1061924,
sz000002,万科Ａ,13/02/2003,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,10.19,-0.00098,3708529,
sz000002,万科Ａ,12/02/2003,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,10.2,0.01291,1644523,
sz000002,万科Ａ,11/02/2003,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,10.07,0.020263,688623,
sz000002,万科Ａ,10/02/2003,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,9.87,-0.019861,581779,
sz000002,万科Ａ,29/01/2003,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,10.07,0.01003,1136196,
sz000002,万科Ａ,28/01/2003,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,9.97,-0.00796,1225420,
sz000002,万科Ａ,27/01/2003,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,10.05,0.009036,1352438,
sz000002,万科Ａ,24/01/2003,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,9.96,0.015291,953524,
sz000002,万科Ａ,23/01/2003,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,9.81,-0.006079,1585064,
sz000002,万科Ａ,22/01/2003,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,9.87,-0.00804,2009640,
sz000002,万科Ａ,21/01/2003,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,9.95,-0.02832,2260538,
sz000002,万科Ａ,20/01/2003,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,10.24,0.007874,3065992,
sz000002,万科Ａ,17/01/2003,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,10.16,0.000985,4541348,
sz000002,万科Ａ,16/01/2003,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,10.15,0.024218,4945134,
sz000002,万科Ａ,15/01/2003,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,9.91,-0.010978,5301512,
sz000002,万科Ａ,14/01/2003,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,10.02,0.051417,6202914,
sz000002,万科Ａ,13/01/2003,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,9.53,-0.001048,2132173,
sz000002,万科Ａ,10/01/2003,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,9.54,-0.003135,2197630,金叉
sz000002,万科Ａ,09/01/2003,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,9.57,0.036836,3196632,
sz000002,万科Ａ,08/01/2003,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,9.23,0.021018,1081021,
sz000002,万科Ａ,07/01/2003,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,9.04,-0.012022,672206,
sz000002,万科Ａ,06/01/2003,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,9.15,0.006601,602511,
sz000002,万科Ａ,03/01/2003,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,9.09,-0.011957,732241,
sz000002,万科Ａ,02/01/2003,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,9.2,-0.046632,790027,死叉
sz000002,万科Ａ,31/12/2002,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,9.65,0.005208,1197832,
sz000002,万科Ａ,30/12/2002,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,9.6,-0.019408,1277725,
sz000002,万科Ａ,27/12/2002,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,9.79,0.001022,1400919,
sz000002,万科Ａ,26/12/2002,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,9.78,-0.019057,1532809,
sz000002,万科Ａ,25/12/2002,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,9.97,0.00201,708302,
sz000002,万科Ａ,24/12/2002,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,9.95,-0.003006,766062,
sz000002,万科Ａ,23/12/2002,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,9.98,0.004024,927809,
sz000002,万科Ａ,20/12/2002,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,9.94,0.01222,1257661,
sz000002,万科Ａ,19/12/2002,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,9.82,-0.001017,611395,
sz000002,万科Ａ,18/12/2002,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,9.83,-0.008073,906857,
sz000002,万科Ａ,17/12/2002,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,9.91,0.007114,519167,
sz000002,万科Ａ,16/12/2002,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,9.84,0.007165,475421,
sz000002,万科Ａ,13/12/2002,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,9.77,0.005144,419543,
sz000002,万科Ａ,12/12/2002,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,9.72,-0.001028,278252,
sz000002,万科Ａ,11/12/2002,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,9.73,0.001029,794765,
sz000002,万科Ａ,10/12/2002,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,9.72,-0.008163,498723,
sz000002,万科Ａ,09/12/2002,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,9.8,-0.006085,336902,
sz000002,万科Ａ,06/12/2002,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,9.86,-0.002024,733582,
sz000002,万科Ａ,05/12/2002,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,9.88,-0.006036,330785,
sz000002,万科Ａ,04/12/2002,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,9.94,0.008114,575127,金叉
sz000002,万科Ａ,03/12/2002,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,9.86,0.00715,398482,
sz000002,万科Ａ,02/12/2002,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,9.79,-0.033564,866408,
sz000002,万科Ａ,29/11/2002,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,10.13,0.01809,2344225,
sz000002,万科Ａ,28/11/2002,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,9.95,0.026832,895892,
sz000002,万科Ａ,27/11/2002,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,9.69,-0.011224,2070014,
sz000002,万科Ａ,26/11/2002,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,9.8,-0.040157,1333550,
sz000002,万科Ａ,25/11/2002,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,10.21,-0.000978,597762,
sz000002,万科Ａ,22/11/2002,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,10.22,0.017928,1392324,
sz000002,万科Ａ,21/11/2002,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,10.04,-0.029014,1441193,
sz000002,万科Ａ,20/11/2002,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,10.34,0.010753,3976979,
sz000002,万科Ａ,19/11/2002,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,10.23,0.023,980358,
sz000002,万科Ａ,18/11/2002,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,10,-0.00892,704777,
sz000002,万科Ａ,15/11/2002,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,10.09,0.00498,959108,
sz000002,万科Ａ,14/11/2002,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,10.04,-0.040153,1847378,
sz000002,万科Ａ,13/11/2002,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,10.46,-0.00947,1213719,
sz000002,万科Ａ,12/11/2002,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,10.56,-0.035616,2277603,死叉
sz000002,万科Ａ,11/11/2002,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,10.95,-0.025801,978812,
sz000002,万科Ａ,08/11/2002,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,11.24,-0.003546,1276222,
sz000002,万科Ａ,07/11/2002,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,11.28,0.007143,525901,
sz000002,万科Ａ,06/11/2002,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,11.2,-0.00885,629743,
sz000002,万科Ａ,05/11/2002,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,11.3,0.015274,2333156,
sz000002,万科Ａ,04/11/2002,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,11.13,0.00724,445126,
sz000002,万科Ａ,01/11/2002,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,11.05,0.00546,381040,
sz000002,万科Ａ,31/10/2002,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,10.99,0,402207,
sz000002,万科Ａ,30/10/2002,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,10.99,-0.002722,233421,
sz000002,万科Ａ,29/10/2002,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,11.02,0,784819,
sz000002,万科Ａ,28/10/2002,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,11.02,-0.007207,528620,
sz000002,万科Ａ,25/10/2002,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,11.1,-0.004484,282300,
sz000002,万科Ａ,24/10/2002,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,11.15,-0.011525,276050,
sz000002,万科Ａ,23/10/2002,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,11.28,0.002667,425926,
sz000002,万科Ａ,22/10/2002,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,11.25,0.008065,497630,金叉
sz000002,万科Ａ,21/10/2002,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,11.16,0.005405,302442,
sz000002,万科Ａ,18/10/2002,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,11.1,0.004525,615526,
sz000002,万科Ａ,17/10/2002,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,11.05,-0.011628,492946,
sz000002,万科Ａ,16/10/2002,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,11.18,0.014519,576496,
sz000002,万科Ａ,15/10/2002,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,11.02,-0.011659,309382,
sz000002,万科Ａ,14/10/2002,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,11.15,0.004505,573622,
sz000002,万科Ａ,11/10/2002,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,11.1,0.000902,707681,
sz000002,万科Ａ,10/10/2002,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,11.09,0,438061,
sz000002,万科Ａ,09/10/2002,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,11.09,-0.018584,1186526,
sz000002,万科Ａ,08/10/2002,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,11.3,-0.011374,855939,死叉
sz000002,万科Ａ,27/09/2002,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,11.43,-0.006087,651375,
sz000002,万科Ａ,26/09/2002,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,11.5,-0.00519,496243,
sz000002,万科Ａ,25/09/2002,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,11.56,0.001733,307062,
sz000002,万科Ａ,24/09/2002,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,11.54,-0.008591,584239,
sz000002,万科Ａ,23/09/2002,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,11.64,0.007792,405024,
sz000002,万科Ａ,20/09/2002,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,11.55,-0.017021,662958,金叉
sz000002,万科Ａ,19/09/2002,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,11.75,0.030702,1140625,
sz000002,万科Ａ,18/09/2002,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,11.4,-0.008696,434853,
sz000002,万科Ａ,17/09/2002,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,11.5,0.007005,757754,
sz000002,万科Ａ,16/09/2002,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,11.42,-0.013817,582993,
sz000002,万科Ａ,13/09/2002,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,11.58,-0.005155,344622,
sz000002,万科Ａ,12/09/2002,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,11.64,0.005181,710550,
sz000002,万科Ａ,11/09/2002,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,11.58,0.007833,922632,
sz000002,万科Ａ,10/09/2002,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,11.49,0.000871,417000,
sz000002,万科Ａ,09/09/2002,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,11.48,-0.020478,1234035,
sz000002,万科Ａ,06/09/2002,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,11.72,-0.003401,473299,
sz000002,万科Ａ,05/09/2002,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,11.76,-0.007595,855992,
sz000002,万科Ａ,04/09/2002,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,11.85,-0.005038,512664,
sz000002,万科Ａ,03/09/2002,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,11.91,0.004216,347480,
sz000002,万科Ａ,02/09/2002,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,11.86,-0.000842,443018,
sz000002,万科Ａ,30/08/2002,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,11.87,0.001688,547484,死叉
sz000002,万科Ａ,29/08/2002,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,11.85,-0.010851,615635,
