数据由python量化入门课程提供
股票代码,股票名称,交易日期,新浪概念,收盘价,涨跌幅,成交量,MACD_金叉死叉
sz000002,万科Ａ,09/08/2010,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,7.96,-0.005,74409709,
sz000002,万科Ａ,06/08/2010,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,8,0.001252,96205298,死叉
sz000002,万科Ａ,05/08/2010,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,7.99,-0.03034,134211363,
sz000002,万科Ａ,04/08/2010,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,8.24,-0.001212,84972890,
sz000002,万科Ａ,03/08/2010,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,8.25,-0.008413,100424891,
sz000002,万科Ａ,02/08/2010,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,8.32,0.003619,58188537,
sz000002,万科Ａ,30/07/2010,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,8.29,-0.001205,45734482,
sz000002,万科Ａ,29/07/2010,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,8.3,-0.001203,67214647,
sz000002,万科Ａ,28/07/2010,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,8.31,0.028465,108804960,
sz000002,万科Ａ,27/07/2010,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,8.08,0.008739,78192280,
sz000002,万科Ａ,26/07/2010,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,8.01,0.00125,48960921,
sz000002,万科Ａ,23/07/2010,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,8,0.006289,80470765,
sz000002,万科Ａ,22/07/2010,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,7.95,0.025806,91691279,
sz000002,万科Ａ,21/07/2010,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,7.75,-0.007682,69405021,
sz000002,万科Ａ,20/07/2010,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,7.81,0.009044,92666776,
sz000002,万科Ａ,19/07/2010,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,7.74,0.015748,109909535,
sz000002,万科Ａ,16/07/2010,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,7.62,0.013298,81453169,
sz000002,万科Ａ,15/07/2010,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,7.52,0.016216,109355511,
sz000002,万科Ａ,14/07/2010,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,7.4,-0.008043,76639901,
sz000002,万科Ａ,13/07/2010,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,7.46,-0.02356,79139648,
sz000002,万科Ａ,12/07/2010,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,7.64,0.055249,168183341,
sz000002,万科Ａ,09/07/2010,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,7.24,0.024045,71243636,
sz000002,万科Ａ,08/07/2010,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,7.07,0.002837,36702166,
sz000002,万科Ａ,07/07/2010,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,7.05,-0.001416,27484647,
sz000002,万科Ａ,06/07/2010,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,7.06,0.011461,51720269,金叉
sz000002,万科Ａ,05/07/2010,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,6.98,0.007215,57469389,
sz000002,万科Ａ,02/07/2010,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,6.93,0.037425,74172671,
sz000002,万科Ａ,01/07/2010,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,6.68,-0.014749,32428193,
sz000002,万科Ａ,30/06/2010,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,6.78,-0.010219,45938948,死叉
sz000002,万科Ａ,29/06/2010,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,6.85,-0.037921,72412683,
sz000002,万科Ａ,28/06/2010,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,7.12,-0.004196,26457412,
sz000002,万科Ａ,25/06/2010,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,7.15,-0.013793,33435766,
sz000002,万科Ａ,24/06/2010,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,7.25,0.006944,41855524,
sz000002,万科Ａ,23/06/2010,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,7.2,-0.012346,44503504,
sz000002,万科Ａ,22/06/2010,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,7.29,-0.006812,51679935,
sz000002,万科Ａ,21/06/2010,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,7.34,0.03819,99555145,
sz000002,万科Ａ,18/06/2010,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,7.07,-0.004225,55118734,
sz000002,万科Ａ,17/06/2010,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,7.1,-0.004208,40968148,
sz000002,万科Ａ,11/06/2010,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,7.13,-0.002797,38437296,
sz000002,万科Ａ,10/06/2010,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,7.15,-0.020548,57343575,
sz000002,万科Ａ,09/06/2010,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,7.3,0.028169,71412813,
sz000002,万科Ａ,08/06/2010,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,7.1,-0.002809,27945405,
sz000002,万科Ａ,07/06/2010,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,7.12,-0.021978,37525516,
sz000002,万科Ａ,04/06/2010,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,7.28,0.012517,36471699,
sz000002,万科Ａ,03/06/2010,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,7.19,-0.011004,39877945,
sz000002,万科Ａ,02/06/2010,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,7.27,0.015363,36434205,
sz000002,万科Ａ,01/06/2010,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,7.16,-0.006935,38793206,
sz000002,万科Ａ,31/05/2010,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,7.21,-0.02961,51457880,
sz000002,万科Ａ,28/05/2010,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,7.43,-0.01328,47242116,
sz000002,万科Ａ,27/05/2010,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,7.53,0.012097,71422066,
sz000002,万科Ａ,26/05/2010,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,7.44,0.005405,47678118,
sz000002,万科Ａ,25/05/2010,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,7.4,-0.038961,89210096,
sz000002,万科Ａ,24/05/2010,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,7.7,0.041949,146643590,
sz000002,万科Ａ,21/05/2010,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,7.39,0.040845,128210493,
sz000002,万科Ａ,20/05/2010,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,7.1,-0.022039,48964354,
sz000002,万科Ａ,19/05/2010,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,7.26,-0.010899,70935701,
sz000002,万科Ａ,18/05/2010,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,7.34,0.070809,111415555,
sz000002,万科Ａ,17/05/2010,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,6.92,-0.053352,64275932,
sz000002,万科Ａ,14/05/2010,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,7.31,-0.008141,39247656,
sz000002,万科Ａ,13/05/2010,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,7.37,0.004087,60907544,金叉
sz000002,万科Ａ,12/05/2010,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,7.34,0.012414,64152419,
sz000002,万科Ａ,11/05/2010,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,7.25,-0.006849,65814772,
sz000002,万科Ａ,10/05/2010,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,7.3,0.01108,56704422,
sz000002,万科Ａ,07/05/2010,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,7.22,0.005571,66262327,
sz000002,万科Ａ,06/05/2010,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,7.18,-0.041389,63397089,
sz000002,万科Ａ,05/05/2010,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,7.49,0.005369,88121708,
sz000002,万科Ａ,04/05/2010,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,7.45,-0.044872,72229897,
sz000002,万科Ａ,30/04/2010,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,7.8,0.005155,50809217,
sz000002,万科Ａ,29/04/2010,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,7.76,-0.002571,59634732,
sz000002,万科Ａ,28/04/2010,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,7.78,0.01039,60745461,
sz000002,万科Ａ,27/04/2010,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,7.7,-0.012821,89443269,
sz000002,万科Ａ,26/04/2010,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,7.8,-0.016393,72453252,
sz000002,万科Ａ,23/04/2010,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,7.93,0.003797,72653944,
sz000002,万科Ａ,22/04/2010,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,7.9,-0.025894,97960800,
sz000002,万科Ａ,21/04/2010,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,8.11,0.009963,109127996,
sz000002,万科Ａ,20/04/2010,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,8.03,-0.03253,142805502,
sz000002,万科Ａ,19/04/2010,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,8.3,-0.081858,180916922,
sz000002,万科Ａ,16/04/2010,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,9.04,-0.007684,86982472,
sz000002,万科Ａ,15/04/2010,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,9.11,-0.010858,107341646,
sz000002,万科Ａ,14/04/2010,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,9.21,-0.004324,79566024,
sz000002,万科Ａ,13/04/2010,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,9.25,0.005435,91606425,
sz000002,万科Ａ,12/04/2010,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,9.2,-0.020234,129430810,
sz000002,万科Ａ,09/04/2010,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,9.39,0.005353,54364237,死叉
sz000002,万科Ａ,08/04/2010,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,9.34,-0.012685,109983867,
sz000002,万科Ａ,07/04/2010,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,9.46,-0.014583,92935319,
sz000002,万科Ａ,06/04/2010,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,9.6,-0.0174,121323175,
sz000002,万科Ａ,02/04/2010,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,9.77,0.004111,127292818,
sz000002,万科Ａ,01/04/2010,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,9.73,0.024211,148227976,
sz000002,万科Ａ,31/03/2010,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,9.5,0.001054,62379065,
sz000002,万科Ａ,30/03/2010,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,9.49,-0.005241,62712739,
sz000002,万科Ａ,29/03/2010,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,9.54,0.025806,84559742,
sz000002,万科Ａ,26/03/2010,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,9.3,0.006494,53531486,
sz000002,万科Ａ,25/03/2010,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,9.24,-0.017021,55587624,
sz000002,万科Ａ,24/03/2010,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,9.4,-0.012605,63558976,
sz000002,万科Ａ,22/03/2010,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,9.52,-0.010395,51517008,
sz000002,万科Ａ,19/03/2010,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,9.62,0.008386,73279745,
sz000002,万科Ａ,18/03/2010,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,9.54,0.010593,106095731,
sz000002,万科Ａ,17/03/2010,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,9.44,0.018339,55940951,
sz000002,万科Ａ,16/03/2010,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,9.27,0.003247,30019135,
sz000002,万科Ａ,15/03/2010,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,9.24,-0.012821,43815132,
sz000002,万科Ａ,12/03/2010,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,9.36,-0.014737,43713089,
sz000002,万科Ａ,11/03/2010,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,9.5,0.00211,48380167,
sz000002,万科Ａ,10/03/2010,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,9.48,-0.014553,69423768,
sz000002,万科Ａ,09/03/2010,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,9.62,0.024494,136668880,
sz000002,万科Ａ,08/03/2010,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,9.39,0.003205,49895543,
sz000002,万科Ａ,05/03/2010,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,9.36,-0.003195,56346652,
sz000002,万科Ａ,04/03/2010,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,9.39,-0.019833,86929323,
sz000002,万科Ａ,03/03/2010,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,9.58,-0.003122,79535888,
sz000002,万科Ａ,02/03/2010,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,9.61,0.018008,131501066,
sz000002,万科Ａ,01/03/2010,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,9.44,0.00106,70822803,
sz000002,万科Ａ,26/02/2010,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,9.43,-0.005274,67820433,
sz000002,万科Ａ,25/02/2010,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,9.48,0.027086,103274391,
sz000002,万科Ａ,24/02/2010,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,9.23,0.010953,47976791,
sz000002,万科Ａ,23/02/2010,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,9.13,-0.014039,43217474,
sz000002,万科Ａ,22/02/2010,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,9.26,-0.01174,34771729,
sz000002,万科Ａ,12/02/2010,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,9.37,0.009698,42057817,
sz000002,万科Ａ,11/02/2010,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,9.28,0.0076,52912190,
sz000002,万科Ａ,10/02/2010,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,9.21,0.013201,45054154,
sz000002,万科Ａ,09/02/2010,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,9.09,-0.003289,44903405,
sz000002,万科Ａ,08/02/2010,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,9.12,-0.008696,53959165,
sz000002,万科Ａ,05/02/2010,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,9.2,-0.022317,68799966,
sz000002,万科Ａ,04/02/2010,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,9.41,-0.004233,82951326,
sz000002,万科Ａ,03/02/2010,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,9.45,0.018319,81877756,金叉
sz000002,万科Ａ,02/02/2010,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,9.28,-0.013815,75391813,
sz000002,万科Ａ,01/02/2010,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,9.41,0.007495,97805799,
sz000002,万科Ａ,29/01/2010,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,9.34,-0.007439,79150682,
sz000002,万科Ａ,28/01/2010,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,9.41,0.012917,84094753,
sz000002,万科Ａ,27/01/2010,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,9.29,0.007592,95500379,
sz000002,万科Ａ,26/01/2010,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,9.22,-0.031513,105503878,
sz000002,万科Ａ,25/01/2010,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,9.52,-0.003141,60170836,
sz000002,万科Ａ,22/01/2010,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,9.55,-0.02551,112539343,
sz000002,万科Ａ,21/01/2010,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,9.8,0.004098,104828454,
sz000002,万科Ａ,20/01/2010,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,9.76,-0.029821,173747654,死叉
sz000002,万科Ａ,19/01/2010,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,10.06,-0.002973,106404388,
sz000002,万科Ａ,18/01/2010,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,10.09,-0.004931,125174542,金叉
sz000002,万科Ａ,15/01/2010,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,10.14,0.010967,117924785,
sz000002,万科Ａ,14/01/2010,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,10.03,-0.000996,119251386,
sz000002,万科Ａ,13/01/2010,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,10.04,-0.024295,189279180,
sz000002,万科Ａ,12/01/2010,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,10.29,0.010806,152072507,
sz000002,万科Ａ,11/01/2010,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,10.18,-0.016425,171300598,
sz000002,万科Ａ,08/01/2010,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,10.35,0.006809,108530422,
sz000002,万科Ａ,07/01/2010,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,10.28,-0.007722,115244198,
sz000002,万科Ａ,06/01/2010,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,10.36,0,135860406,
sz000002,万科Ａ,05/01/2010,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,10.36,-0.022642,184862078,
sz000002,万科Ａ,04/01/2010,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,10.6,-0.019426,96983253,
sz000002,万科Ａ,31/12/2009,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,10.81,0.005581,136548101,
sz000002,万科Ａ,30/12/2009,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,10.75,0.028708,173564658,
sz000002,万科Ａ,29/12/2009,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,10.45,-0.007597,104544559,
sz000002,万科Ａ,28/12/2009,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,10.53,0.005731,95713546,
sz000002,万科Ａ,25/12/2009,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,10.47,-0.005698,88109543,
sz000002,万科Ａ,24/12/2009,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,10.53,0.019361,129375333,
sz000002,万科Ａ,23/12/2009,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,10.33,0.002913,111694841,
sz000002,万科Ａ,22/12/2009,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,10.3,-0.039179,137646540,
sz000002,万科Ａ,21/12/2009,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,10.72,0.012276,142243871,
sz000002,万科Ａ,18/12/2009,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,10.59,-0.060337,217069461,
sz000002,万科Ａ,17/12/2009,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,11.27,-0.007048,109591096,
sz000002,万科Ａ,16/12/2009,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,11.35,-0.003512,108306467,
sz000002,万科Ａ,15/12/2009,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,11.39,-0.033927,266681415,
sz000002,万科Ａ,14/12/2009,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,11.79,0,151794556,
sz000002,万科Ａ,11/12/2009,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,11.79,-0.010076,126858261,死叉
sz000002,万科Ａ,10/12/2009,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,11.91,-0.009975,155432672,
sz000002,万科Ａ,09/12/2009,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,12.03,-0.010691,132758352,
sz000002,万科Ａ,08/12/2009,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,12.16,-0.010578,268220839,金叉
sz000002,万科Ａ,07/12/2009,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,12.29,0.026734,282647458,
sz000002,万科Ａ,04/12/2009,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,11.97,0.033679,245731821,
sz000002,万科Ａ,03/12/2009,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,11.58,-0.014468,155321441,
sz000002,万科Ａ,02/12/2009,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,11.75,0.021739,226683637,
sz000002,万科Ａ,01/12/2009,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,11.5,-0.002602,185464031,
sz000002,万科Ａ,30/11/2009,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,11.53,0.02307,131284536,
sz000002,万科Ａ,27/11/2009,含H股；融资融券；保障房；前海概念；保险重仓；QFII重仓；深圳本地；基金重仓；股权激励,11.27,-0.053736,219854014,
