,ts_code,symbol,name,area,industry,list_date
797,002343.SZ,002343,慈文传媒,浙江,影视音像,20100126
798,002344.SZ,002344,海宁皮城,浙江,商品城,20100126
799,002345.SZ,002345,潮宏基,广东,服饰,20100128
800,002346.SZ,002346,柘中股份,上海,电气设备,20100128
801,002347.SZ,002347,泰尔股份,安徽,机械基件,20100128
802,002348.SZ,002348,高乐股份,广东,文教休闲,20100203
803,002349.SZ,002349,精华制药,江苏,中成药,20100203
804,002350.SZ,002350,北京科锐,北京,电气设备,20100203
805,002351.SZ,002351,漫步者,深圳,IT设备,20100205
806,002352.SZ,002352,顺丰控股,深圳,仓储物流,20100205
807,002353.SZ,002353,杰瑞股份,山东,化工机械,20100205
808,002354.SZ,002354,天神娱乐,辽宁,互联网,20100209
809,002355.SZ,002355,兴民智通,山东,汽车配件,20100209
810,002356.SZ,002356,*ST赫美,深圳,其他商业,20100209
811,002357.SZ,002357,富临运业,四川,公路,20100210
812,002358.SZ,002358,森源电气,河南,电气设备,20100210
813,002359.SZ,002359,*ST北讯,深圳,通信设备,20100210
814,002360.SZ,002360,同德化工,山西,化工原料,20100303
815,002361.SZ,002361,神剑股份,安徽,化工原料,20100303
816,002362.SZ,002362,汉王科技,北京,IT设备,20100303
817,002363.SZ,002363,隆基机械,山东,汽车配件,20100305
818,002364.SZ,002364,中恒电气,浙江,电气设备,20100305
819,002365.SZ,002365,永安药业,湖北,化学制药,20100305
820,002366.SZ,002366,台海核电,四川,专用机械,20100312
821,002367.SZ,002367,康力电梯,江苏,运输设备,20100312
822,002368.SZ,002368,太极股份,北京,软件服务,20100312
823,002369.SZ,002369,卓翼科技,深圳,通信设备,20100316
824,002370.SZ,002370,亚太药业,浙江,化学制药,20100316
825,002371.SZ,002371,北方华创,北京,专用机械,20100316
826,002372.SZ,002372,伟星新材,浙江,其他建材,20100318
827,002373.SZ,002373,千方科技,北京,软件服务,20100318
828,002374.SZ,002374,丽鹏股份,山东,建筑工程,20100318
829,002375.SZ,002375,亚厦股份,浙江,装修装饰,20100323
830,002376.SZ,002376,新北洋,山东,IT设备,20100323
831,002377.SZ,002377,国创高新,湖北,房产服务,20100323
832,002378.SZ,002378,章源钨业,江西,小金属,20100331
833,002379.SZ,002379,宏创控股,山东,铝,20100331
834,002380.SZ,002380,科远智慧,江苏,电气设备,20100331
835,002381.SZ,002381,双箭股份,浙江,橡胶,20100402
836,002382.SZ,002382,蓝帆医疗,山东,医疗保健,20100402
837,002383.SZ,002383,合众思壮,北京,通信设备,20100402
838,002384.SZ,002384,东山精密,江苏,通信设备,20100409
839,002385.SZ,002385,大北农,北京,饲料,20100409
840,002386.SZ,002386,天原集团,四川,化工原料,20100409
841,002387.SZ,002387,维信诺,广东,元器件,20100413
842,002388.SZ,002388,新亚制程,深圳,元器件,20100413
843,002389.SZ,002389,航天彩虹,浙江,元器件,20100413
844,002390.SZ,002390,信邦制药,贵州,中成药,20100416
845,002391.SZ,002391,长青股份,江苏,农药化肥,20100416
846,002392.SZ,002392,北京利尔,北京,其他建材,20100423
847,002393.SZ,002393,力生制药,天津,化学制药,20100423
848,002394.SZ,002394,联发股份,江苏,纺织,20100423
849,002395.SZ,002395,双象股份,江苏,塑料,20100429
850,002396.SZ,002396,星网锐捷,福建,通信设备,20100623
851,002397.SZ,002397,梦洁股份,湖南,纺织,20100429
852,002398.SZ,002398,垒知集团,福建,其他建材,20100506
853,002399.SZ,002399,海普瑞,深圳,化学制药,20100506
854,002400.SZ,002400,省广集团,广东,广告包装,20100506
855,002401.SZ,002401,中远海科,上海,软件服务,20100506
856,002402.SZ,002402,和而泰,深圳,元器件,20100511
857,002403.SZ,002403,爱仕达,浙江,家用电器,20100511
858,002404.SZ,002404,嘉欣丝绸,浙江,纺织,20100511
859,002405.SZ,002405,四维图新,北京,软件服务,20100518
860,002406.SZ,002406,远东传动,河南,汽车配件,20100518
861,002407.SZ,002407,多氟多,河南,化工原料,20100518
862,002408.SZ,002408,齐翔腾达,山东,化工原料,20100518
863,002409.SZ,002409,雅克科技,江苏,化工原料,20100525
864,002410.SZ,002410,广联达,北京,软件服务,20100525
865,002411.SZ,002411,延安必康,陕西,化学制药,20100525
866,002412.SZ,002412,汉森制药,湖南,中成药,20100525
867,002413.SZ,002413,雷科防务,江苏,通信设备,20100528
868,002414.SZ,002414,高德红外,湖北,电器仪表,20100716
869,002415.SZ,002415,海康威视,浙江,电器仪表,20100528
870,002416.SZ,002416,爱施德,深圳,电器连锁,20100528
871,002417.SZ,002417,深南股份,江苏,多元金融,20100601
872,002418.SZ,002418,康盛股份,浙江,机械基件,20100601
873,002419.SZ,002419,天虹股份,深圳,百货,20100601
874,002420.SZ,002420,*ST毅昌,广东,塑料,20100601
875,002421.SZ,002421,达实智能,深圳,软件服务,20100603
876,002422.SZ,002422,科伦药业,四川,化学制药,20100603
877,002423.SZ,002423,中粮资本,河南,多元金融,20100603
878,002424.SZ,002424,贵州百灵,贵州,中成药,20100603
879,002425.SZ,002425,凯撒文化,广东,互联网,20100608
880,002426.SZ,002426,胜利精密,江苏,元器件,20100608
881,002427.SZ,002427,*ST尤夫,浙江,化纤,20100608
882,002428.SZ,002428,云南锗业,云南,小金属,20100608
883,002429.SZ,002429,兆驰股份,深圳,家用电器,20100610
884,002430.SZ,002430,杭氧股份,浙江,化工机械,20100610
885,002431.SZ,002431,棕榈股份,广东,建筑工程,20100610
886,002432.SZ,002432,九安医疗,天津,医疗保健,20100610
887,002433.SZ,002433,太安堂,广东,中成药,20100618
888,002434.SZ,002434,万里扬,浙江,汽车配件,20100618
889,002435.SZ,002435,长江健康,江苏,化学制药,20100618
890,002436.SZ,002436,兴森科技,深圳,元器件,20100618
891,002437.SZ,002437,誉衡药业,黑龙江,化学制药,20100623
892,002438.SZ,002438,江苏神通,江苏,机械基件,20100623
893,002439.SZ,002439,启明星辰,北京,软件服务,20100623
894,002440.SZ,002440,闰土股份,浙江,染料涂料,20100706
895,002441.SZ,002441,众业达,广东,批发业,20100706
896,002442.SZ,002442,龙星化工,河北,化工原料,20100706
897,002443.SZ,002443,金洲管道,浙江,钢加工,20100706
898,002444.SZ,002444,巨星科技,浙江,轻工机械,20100713
899,002445.SZ,002445,ST中南,江苏,影视音像,20100713
900,002446.SZ,002446,盛路通信,广东,通信设备,20100713
901,002447.SZ,002447,晨鑫科技,辽宁,互联网,20100713
902,002448.SZ,002448,中原内配,河南,汽车配件,20100716
903,002449.SZ,002449,国星光电,广东,半导体,20100716
904,002450.SZ,002450,*ST康得,江苏,化工原料,20100716
905,002451.SZ,002451,摩恩电气,上海,电气设备,20100720
906,002452.SZ,002452,长高集团,湖南,电气设备,20100720
907,002453.SZ,002453,华软科技,江苏,软件服务,20100720
908,002454.SZ,002454,松芝股份,上海,汽车配件,20100720
909,002455.SZ,002455,百川股份,江苏,化工原料,20100803
910,002456.SZ,002456,欧菲光,深圳,元器件,20100803
911,002457.SZ,002457,青龙管业,宁夏,塑料,20100803
912,002458.SZ,002458,益生股份,山东,农业综合,20100810
913,002459.SZ,002459,天业通联,河北,工程机械,20100810
914,002460.SZ,002460,赣锋锂业,江西,小金属,20100810
915,002461.SZ,002461,珠江啤酒,广东,啤酒,20100818
916,002462.SZ,002462,嘉事堂,北京,医药商业,20100818
917,002463.SZ,002463,沪电股份,江苏,元器件,20100818
918,002464.SZ,002464,众应互联,江苏,互联网,20100831
919,002465.SZ,002465,海格通信,广东,通信设备,20100831
920,002466.SZ,002466,天齐锂业,四川,小金属,20100831
921,002467.SZ,002467,二六三,北京,电信运营,20100908
922,002468.SZ,002468,申通快递,浙江,仓储物流,20100908
923,002469.SZ,002469,三维工程,山东,建筑工程,20100908
924,002470.SZ,002470,金正大,山东,农药化肥,20100908
925,002471.SZ,002471,中超控股,江苏,电气设备,20100910
926,002472.SZ,002472,双环传动,浙江,机械基件,20100910
927,002473.SZ,002473,圣莱达,浙江,家用电器,20100910
928,002474.SZ,002474,榕基软件,福建,软件服务,20100915
929,002475.SZ,002475,立讯精密,深圳,元器件,20100915
930,002476.SZ,002476,宝莫股份,山东,化工原料,20100915
931,002478.SZ,002478,常宝股份,江苏,钢加工,20100921
932,002479.SZ,002479,富春环保,浙江,火力发电,20100921
933,002480.SZ,002480,新筑股份,四川,机械基件,20100921
934,002481.SZ,002481,双塔食品,山东,食品,20100921
935,002482.SZ,002482,广田集团,深圳,装修装饰,20100929
936,002483.SZ,002483,润邦股份,江苏,工程机械,20100929
937,002484.SZ,002484,江海股份,江苏,元器件,20100929
938,002485.SZ,002485,希努尔,山东,服饰,20101015
939,002486.SZ,002486,嘉麟杰,上海,服饰,20101015
940,002487.SZ,002487,大金重工,辽宁,钢加工,20101015
941,002488.SZ,002488,金固股份,浙江,汽车配件,20101021
942,002489.SZ,002489,浙江永强,浙江,家居用品,20101021
943,002490.SZ,002490,山东墨龙,山东,化工机械,20101021
944,002491.SZ,002491,通鼎互联,江苏,通信设备,20101021
945,002492.SZ,002492,恒基达鑫,广东,仓储物流,20101102
946,002493.SZ,002493,荣盛石化,浙江,化纤,20101102
947,002494.SZ,002494,华斯股份,河北,服饰,20101102
948,002495.SZ,002495,佳隆股份,广东,食品,20101102
949,002496.SZ,002496,辉丰股份,江苏,农药化肥,20101109
950,002497.SZ,002497,雅化集团,四川,化工原料,20101109
951,002498.SZ,002498,汉缆股份,山东,电气设备,20101109
952,002499.SZ,002499,*ST科林,江苏,环境保护,20101109
953,002500.SZ,002500,山西证券,山西,证券,20101115
954,002501.SZ,002501,*ST利源,吉林,铝,20101117
955,002502.SZ,002502,鼎龙文化,广东,影视音像,20101117
956,002503.SZ,002503,搜于特,广东,服饰,20101117
957,002504.SZ,002504,弘高创意,北京,装修装饰,20101118
958,002505.SZ,002505,大康农业,湖南,农业综合,20101118
959,002506.SZ,002506,协鑫集成,上海,电气设备,20101118
960,002507.SZ,002507,涪陵榨菜,重庆,食品,20101123
961,002508.SZ,002508,老板电器,浙江,家用电器,20101123
962,002509.SZ,002509,天广中茂,福建,专用机械,20101123
963,002510.SZ,002510,天汽模,天津,汽车配件,20101125
964,002511.SZ,002511,中顺洁柔,广东,造纸,20101125
965,002512.SZ,002512,达华智能,福建,元器件,20101203
966,002513.SZ,002513,蓝丰生化,江苏,农药化肥,20101203
967,002514.SZ,002514,宝馨科技,江苏,机械基件,20101203
968,002515.SZ,002515,金字火腿,浙江,食品,20101203
969,002516.SZ,002516,旷达科技,江苏,纺织,20101207
970,002517.SZ,002517,恺英网络,福建,互联网,20101207
971,002518.SZ,002518,科士达,深圳,电器仪表,20101207
972,002519.SZ,002519,银河电子,江苏,通信设备,20101207
973,002520.SZ,002520,日发精机,浙江,机床制造,20101210
974,002521.SZ,002521,齐峰新材,山东,造纸,20101210
975,002522.SZ,002522,浙江众成,浙江,塑料,20101210
976,002523.SZ,002523,天桥起重,湖南,工程机械,20101210
977,002524.SZ,002524,光正集团,新疆,医疗保健,20101217
978,002526.SZ,002526,山东矿机,山东,工程机械,20101217
979,002527.SZ,002527,新时达,上海,电器仪表,20101224
980,002528.SZ,002528,英飞拓,深圳,IT设备,20101224
981,002529.SZ,002529,海源复材,福建,专用机械,20101224
982,002530.SZ,002530,金财互联,江苏,软件服务,20101231
983,002531.SZ,002531,天顺风能,江苏,电气设备,20101231
984,002532.SZ,002532,新界泵业,浙江,农用机械,20101231
985,002533.SZ,002533,金杯电工,湖南,电气设备,20101231
986,002534.SZ,002534,杭锅股份,浙江,专用机械,20110110
987,002535.SZ,002535,林州重机,河南,工程机械,20110111
988,002536.SZ,002536,飞龙股份,河南,汽车配件,20110111
989,002537.SZ,002537,海联金汇,山东,汽车整车,20110110
990,002538.SZ,002538,司尔特,安徽,农药化肥,20110118
991,002539.SZ,002539,云图控股,四川,农药化肥,20110118
992,002540.SZ,002540,亚太科技,江苏,铝,20110118
993,002541.SZ,002541,鸿路钢构,安徽,钢加工,20110118
994,002542.SZ,002542,中化岩土,北京,建筑工程,20110128
995,002543.SZ,002543,万和电气,广东,家用电器,20110128
996,002544.SZ,002544,杰赛科技,广东,软件服务,20110128
997,002545.SZ,002545,东方铁塔,山东,农药化肥,20110211
998,002546.SZ,002546,新联电子,江苏,电气设备,20110211
999,002547.SZ,002547,春兴精工,江苏,通信设备,20110218
1000,002548.SZ,002548,金新农,深圳,饲料,20110218
1001,002549.SZ,002549,凯美特气,湖南,环境保护,20110218
1002,002550.SZ,002550,千红制药,江苏,生物制药,20110218
1003,002551.SZ,002551,尚荣医疗,深圳,医疗保健,20110225
1004,002552.SZ,002552,宝鼎科技,浙江,机械基件,20110225
1005,002553.SZ,002553,南方轴承,江苏,汽车配件,20110225
1006,002554.SZ,002554,惠博普,北京,石油开采,20110225
1007,002555.SZ,002555,三七互娱,安徽,互联网,20110302
1008,002556.SZ,002556,辉隆股份,安徽,其他商业,20110302
1009,002557.SZ,002557,洽洽食品,安徽,食品,20110302
1010,002558.SZ,002558,巨人网络,重庆,互联网,20110302
1011,002559.SZ,002559,亚威股份,江苏,机床制造,20110303
1012,002560.SZ,002560,通达股份,河南,电气设备,20110303
1013,002561.SZ,002561,徐家汇,上海,百货,20110303
1014,002562.SZ,002562,兄弟科技,浙江,化学制药,20110310
1015,002563.SZ,002563,森马服饰,浙江,服饰,20110311
1016,002564.SZ,002564,天沃科技,江苏,建筑工程,20110310
1017,002565.SZ,002565,顺灏股份,上海,造纸,20110318
1018,002566.SZ,002566,益盛药业,吉林,中成药,20110318
1019,002567.SZ,002567,唐人神,湖南,饲料,20110325
1020,002568.SZ,002568,百润股份,上海,红黄酒,20110325
1021,002569.SZ,002569,*ST步森,浙江,服饰,20110412
1022,002570.SZ,002570,贝因美,浙江,乳制品,20110412
1023,002571.SZ,002571,德力股份,安徽,玻璃,20110412
1024,002572.SZ,002572,索菲亚,广东,家居用品,20110412
1025,002573.SZ,002573,清新环境,北京,环境保护,20110422
1026,002574.SZ,002574,明牌珠宝,浙江,服饰,20110422
1027,002575.SZ,002575,群兴玩具,广东,文教休闲,20110422
1028,002576.SZ,002576,通达动力,江苏,电气设备,20110428
1029,002577.SZ,002577,雷柏科技,深圳,IT设备,20110428
1030,002578.SZ,002578,闽发铝业,福建,铝,20110428
1031,002579.SZ,002579,中京电子,广东,元器件,20110506
1032,002580.SZ,002580,圣阳股份,山东,电气设备,20110506
1033,002581.SZ,002581,未名医药,山东,生物制药,20110520
1034,002582.SZ,002582,好想你,河南,食品,20110520
1035,002583.SZ,002583,海能达,深圳,通信设备,20110527
1036,002584.SZ,002584,西陇科学,广东,化工原料,20110602
1037,002585.SZ,002585,双星新材,江苏,塑料,20110602
1038,002586.SZ,002586,ST围海,浙江,建筑工程,20110602
1039,002587.SZ,002587,奥拓电子,深圳,元器件,20110610
1040,002588.SZ,002588,史丹利,山东,农药化肥,20110610
1041,002589.SZ,002589,瑞康医药,山东,医药商业,20110610
1042,002590.SZ,002590,万安科技,浙江,汽车配件,20110610
1043,002591.SZ,002591,恒大高新,江西,化工原料,20110621
1044,002592.SZ,002592,八菱科技,广西,汽车配件,20111111
1045,002593.SZ,002593,日上集团,福建,汽车配件,20110628
1046,002594.SZ,002594,比亚迪,深圳,汽车整车,20110630
1047,002595.SZ,002595,豪迈科技,山东,专用机械,20110628
1048,002596.SZ,002596,海南瑞泽,海南,其他建材,20110707
1049,002597.SZ,002597,金禾实业,安徽,化工原料,20110707
1050,002598.SZ,002598,山东章鼓,山东,机械基件,20110707
1051,002599.SZ,002599,盛通股份,北京,广告包装,20110715
1052,002600.SZ,002600,领益智造,广东,元器件,20110715
1053,002601.SZ,002601,龙蟒佰利,河南,化工原料,20110715
1054,002602.SZ,002602,世纪华通,浙江,互联网,20110728
1055,002603.SZ,002603,以岭药业,河北,中成药,20110728
1056,002605.SZ,002605,姚记科技,上海,文教休闲,20110805
1057,002606.SZ,002606,大连电瓷,辽宁,电气设备,20110805
1058,002607.SZ,002607,中公教育,安徽,文教休闲,20110810
1059,002608.SZ,002608,江苏国信,江苏,火力发电,20110810
1060,002609.SZ,002609,捷顺科技,深圳,软件服务,20110815
1061,002610.SZ,002610,爱康科技,江苏,电气设备,20110815
1062,002611.SZ,002611,东方精工,广东,轻工机械,20110830
1063,002612.SZ,002612,朗姿股份,北京,服饰,20110830
1064,002613.SZ,002613,北玻股份,河南,专用机械,20110830
1065,002614.SZ,002614,奥佳华,福建,医疗保健,20110909
1066,002615.SZ,002615,哈尔斯,浙江,家居用品,20110909
1067,002616.SZ,002616,长青集团,广东,环境保护,20110920
1068,002617.SZ,002617,露笑科技,浙江,电气设备,20110920
1069,002618.SZ,002618,丹邦科技,深圳,元器件,20110920
1070,002619.SZ,002619,艾格拉斯,浙江,互联网,20110929
1071,002620.SZ,002620,瑞和股份,深圳,装修装饰,20110929
1072,002621.SZ,002621,美吉姆,辽宁,文教休闲,20110929
1073,002622.SZ,002622,融钰集团,吉林,综合类,20111018
1074,002623.SZ,002623,亚玛顿,江苏,玻璃,20111013
1075,002624.SZ,002624,完美世界,浙江,影视音像,20111028
1076,002625.SZ,002625,光启技术,浙江,汽车配件,20111103
1077,002626.SZ,002626,金达威,福建,食品,20111028
1078,002627.SZ,002627,宜昌交运,湖北,公共交通,20111103
1079,002628.SZ,002628,成都路桥,四川,建筑工程,20111103
1080,002629.SZ,002629,*ST仁智,浙江,石油开采,20111103
1081,002630.SZ,002630,华西能源,四川,专用机械,20111111
1082,002631.SZ,002631,德尔未来,江苏,家居用品,20111111
1083,002632.SZ,002632,道明光学,浙江,化工原料,20111122
1084,002633.SZ,002633,申科股份,浙江,机械基件,20111122
1085,002634.SZ,002634,棒杰股份,浙江,服饰,20111205
1086,002635.SZ,002635,安洁科技,江苏,IT设备,20111125
1087,002636.SZ,002636,金安国纪,上海,元器件,20111125
1088,002637.SZ,002637,赞宇科技,浙江,日用化工,20111125
1089,002638.SZ,002638,勤上股份,广东,文教休闲,20111125
1090,002639.SZ,002639,雪人股份,福建,专用机械,20111205
1091,002640.SZ,002640,跨境通,山西,互联网,20111208
1092,002641.SZ,002641,永高股份,浙江,塑料,20111208
1093,002642.SZ,002642,*ST荣联,北京,软件服务,20111220
1094,002643.SZ,002643,万润股份,山东,化工原料,20111220
1095,002644.SZ,002644,佛慈制药,甘肃,中成药,20111222
1096,002645.SZ,002645,华宏科技,江苏,专用机械,20111220
1097,002646.SZ,002646,青青稞酒,青海,白酒,20111222
1098,002647.SZ,002647,仁东控股,浙江,多元金融,20111228
1099,002648.SZ,002648,卫星石化,浙江,化工原料,20111228
1100,002649.SZ,002649,博彦科技,北京,软件服务,20120106
1101,002650.SZ,002650,加加食品,湖南,食品,20120106
1102,002651.SZ,002651,利君股份,四川,专用机械,20120106
1103,002652.SZ,002652,扬子新材,江苏,其他建材,20120119
1104,002653.SZ,002653,海思科,西藏,化学制药,20120117
1105,002654.SZ,002654,万润科技,深圳,互联网,20120217
1106,002655.SZ,002655,共达电声,山东,元器件,20120217
1107,002656.SZ,002656,摩登大道,广东,服饰,20120228
1108,002657.SZ,002657,中科金财,北京,软件服务,20120228
1109,002658.SZ,002658,雪迪龙,北京,环境保护,20120309
1110,002659.SZ,002659,凯文教育,北京,文教休闲,20120309
1111,002660.SZ,002660,茂硕电源,深圳,电气设备,20120316
1112,002661.SZ,002661,克明面业,湖南,食品,20120316
1113,002662.SZ,002662,京威股份,北京,汽车配件,20120309
1114,002663.SZ,002663,普邦股份,广东,建筑工程,20120316
1115,002664.SZ,002664,长鹰信质,浙江,汽车配件,20120316
1116,002665.SZ,002665,首航节能,北京,电气设备,20120327
1117,002666.SZ,002666,德联集团,广东,化工原料,20120327
1118,002667.SZ,002667,鞍重股份,辽宁,工程机械,20120329
1119,002668.SZ,002668,奥马电器,广东,家用电器,20120416
1120,002669.SZ,002669,康达新材,上海,化工原料,20120416
1121,002670.SZ,002670,国盛金控,广东,证券,20120416
1122,002671.SZ,002671,龙泉股份,山东,其他建材,20120426
1123,002672.SZ,002672,东江环保,深圳,环境保护,20120426
1124,002673.SZ,002673,西部证券,陕西,证券,20120503
1125,002674.SZ,002674,兴业科技,福建,纺织,20120507
1126,002675.SZ,002675,东诚药业,山东,化学制药,20120525
1127,002676.SZ,002676,顺威股份,广东,塑料,20120525
1128,002677.SZ,002677,浙江美大,浙江,家用电器,20120525
1129,002678.SZ,002678,珠江钢琴,广东,文教休闲,20120530
1130,002679.SZ,002679,福建金森,福建,林业,20120605
1131,002681.SZ,002681,奋达科技,深圳,家用电器,20120605
1132,002682.SZ,002682,龙洲股份,福建,公路,20120612
1133,002683.SZ,002683,宏大爆破,广东,化工原料,20120612
1134,002684.SZ,002684,*ST猛狮,广东,电气设备,20120612
1135,002685.SZ,002685,华东重机,江苏,工程机械,20120612
1136,002686.SZ,002686,亿利达,浙江,专用机械,20120703
1137,002687.SZ,002687,乔治白,浙江,服饰,20120713
1138,002688.SZ,002688,金河生物,内蒙,化学制药,20120713
1139,002689.SZ,002689,远大智能,辽宁,运输设备,20120717
1140,002690.SZ,002690,美亚光电,安徽,专用机械,20120731
1141,002691.SZ,002691,冀凯股份,河北,专用机械,20120731
1142,002692.SZ,002692,ST远程,江苏,电气设备,20120808
1143,002693.SZ,002693,双成药业,海南,化学制药,20120808
1144,002694.SZ,002694,顾地科技,湖北,塑料,20120816
1145,002695.SZ,002695,煌上煌,江西,食品,20120905
1146,002696.SZ,002696,百洋股份,广西,渔业,20120905
1147,002697.SZ,002697,红旗连锁,四川,超市连锁,20120905
1148,002698.SZ,002698,博实股份,黑龙江,化工机械,20120911
1149,002699.SZ,002699,美盛文化,浙江,服饰,20120911
1150,002700.SZ,002700,新疆浩源,新疆,供气供热,20120921
1151,002701.SZ,002701,奥瑞金,北京,广告包装,20121011
1152,002702.SZ,002702,海欣食品,福建,食品,20121011
1153,002703.SZ,002703,浙江世宝,浙江,汽车配件,20121102
1154,002705.SZ,002705,新宝股份,广东,家用电器,20140121
1155,002706.SZ,002706,良信电器,上海,电气设备,20140121
1156,002707.SZ,002707,众信旅游,北京,旅游服务,20140123
1157,002708.SZ,002708,光洋股份,江苏,汽车配件,20140121
1158,002709.SZ,002709,天赐材料,广东,化工原料,20140123
1159,002711.SZ,002711,*ST欧浦,广东,仓储物流,20140127
1160,002712.SZ,002712,思美传媒,浙江,广告包装,20140123
1161,002713.SZ,002713,东易日盛,北京,装修装饰,20140219
1162,002714.SZ,002714,牧原股份,河南,农业综合,20140128
1163,002715.SZ,002715,登云股份,广东,汽车配件,20140219
1164,002716.SZ,002716,ST金贵,湖南,小金属,20140128
1165,002717.SZ,002717,岭南股份,广东,环境保护,20140219
1166,002718.SZ,002718,友邦吊顶,浙江,家居用品,20140128
1167,002719.SZ,002719,麦趣尔,新疆,乳制品,20140128
1168,002721.SZ,002721,金一文化,北京,服饰,20140127
1169,002722.SZ,002722,金轮股份,江苏,纺织机械,20140128
1170,002723.SZ,002723,金莱特,广东,家用电器,20140129
1171,002724.SZ,002724,海洋王,深圳,半导体,20141104
1172,002725.SZ,002725,跃岭股份,浙江,汽车配件,20140129
1173,002726.SZ,002726,龙大肉食,山东,食品,20140626
1174,002727.SZ,002727,一心堂,云南,医药商业,20140702
1175,002728.SZ,002728,特一药业,广东,中成药,20140731
1176,002729.SZ,002729,好利来,福建,元器件,20140912
1177,002730.SZ,002730,电光科技,浙江,电气设备,20141009
1178,002731.SZ,002731,萃华珠宝,辽宁,服饰,20141104
1179,002732.SZ,002732,燕塘乳业,广东,乳制品,20141205
1180,002733.SZ,002733,雄韬股份,深圳,电气设备,20141203
1181,002734.SZ,002734,利民股份,江苏,农药化肥,20150127
1182,002735.SZ,002735,王子新材,深圳,塑料,20141203
1183,002736.SZ,002736,国信证券,深圳,证券,20141229
1184,002737.SZ,002737,葵花药业,黑龙江,中成药,20141230
1185,002738.SZ,002738,中矿资源,北京,小金属,20141230
1186,002739.SZ,002739,万达电影,北京,影视音像,20150122
1187,002740.SZ,002740,爱迪尔,福建,服饰,20150122
1188,002741.SZ,002741,光华科技,广东,化工原料,20150216
1189,002742.SZ,002742,三圣股份,重庆,其他建材,20150217
1190,002743.SZ,002743,富煌钢构,安徽,钢加工,20150217
1191,002745.SZ,002745,木林森,广东,半导体,20150217
1192,002746.SZ,002746,仙坛股份,山东,农业综合,20150216
1193,002747.SZ,002747,埃斯顿,江苏,机械基件,20150320
1194,002748.SZ,002748,世龙实业,江西,化工原料,20150319
1195,002749.SZ,002749,国光股份,四川,农药化肥,20150320
1196,002750.SZ,002750,龙津药业,云南,中成药,20150324
1197,002751.SZ,002751,易尚展示,深圳,家居用品,20150424
1198,002752.SZ,002752,昇兴股份,福建,广告包装,20150422
1199,002753.SZ,002753,永东股份,山西,化工原料,20150519
1200,002755.SZ,002755,奥赛康,北京,化学制药,20150515
1201,002756.SZ,002756,永兴材料,浙江,特种钢,20150515
1202,002757.SZ,002757,南兴股份,广东,专用机械,20150527
1203,002758.SZ,002758,华通医药,浙江,医药商业,20150527
1204,002759.SZ,002759,天际股份,广东,家用电器,20150528
1205,002760.SZ,002760,凤形股份,安徽,机械基件,20150611
1206,002761.SZ,002761,多喜爱,湖南,纺织,20150610
1207,002762.SZ,002762,金发拉比,广东,服饰,20150610
1208,002763.SZ,002763,汇洁股份,深圳,服饰,20150610
1209,002765.SZ,002765,蓝黛传动,重庆,汽车配件,20150612
1210,002766.SZ,002766,*ST索菱,深圳,汽车配件,20150611
1211,002767.SZ,002767,先锋电子,浙江,电器仪表,20150612
1212,002768.SZ,002768,国恩股份,山东,塑料,20150630
1213,002769.SZ,002769,普路通,深圳,仓储物流,20150629
1214,002770.SZ,002770,科迪乳业,河南,乳制品,20150630
1215,002771.SZ,002771,真视通,北京,软件服务,20150629
1216,002772.SZ,002772,众兴菌业,甘肃,种植业,20150626
1217,002773.SZ,002773,康弘药业,四川,化学制药,20150626
1218,002774.SZ,002774,快意电梯,广东,运输设备,20170324
1219,002775.SZ,002775,文科园林,深圳,建筑工程,20150629
1220,002776.SZ,002776,柏堡龙,广东,服饰,20150626
1221,002777.SZ,002777,久远银海,四川,软件服务,20151231
1222,002778.SZ,002778,高科石化,江苏,石油加工,20160106
1223,002779.SZ,002779,中坚科技,浙江,农用机械,20151209
1224,002780.SZ,002780,三夫户外,北京,其他商业,20151209
1225,002781.SZ,002781,奇信股份,深圳,装修装饰,20151222
1226,002782.SZ,002782,可立克,深圳,电气设备,20151222
1227,002783.SZ,002783,凯龙股份,湖北,化工原料,20151209
1228,002785.SZ,002785,万里石,福建,其他建材,20151223
1229,002786.SZ,002786,银宝山新,深圳,专用机械,20151223
1230,002787.SZ,002787,华源控股,江苏,广告包装,20151231
1231,002788.SZ,002788,鹭燕医药,福建,医药商业,20160218
1232,002789.SZ,002789,建艺集团,深圳,装修装饰,20160311
1233,002790.SZ,002790,瑞尔特,福建,家居用品,20160308
1234,002791.SZ,002791,坚朗五金,广东,其他建材,20160329
1235,002792.SZ,002792,通宇通讯,广东,通信设备,20160328
1236,002793.SZ,002793,东音股份,浙江,专用机械,20160415
1237,002795.SZ,002795,永和智控,浙江,机械基件,20160428
1238,002796.SZ,002796,世嘉科技,江苏,专用机械,20160510
1239,002797.SZ,002797,第一创业,深圳,证券,20160511
1240,002798.SZ,002798,帝欧家居,四川,家居用品,20160525
1241,002799.SZ,002799,环球印务,陕西,广告包装,20160608
1242,002800.SZ,002800,天顺股份,新疆,仓储物流,20160530
1243,002801.SZ,002801,微光股份,浙江,电气设备,20160622
1244,002802.SZ,002802,洪汇新材,江苏,化工原料,20160629
1245,002803.SZ,002803,吉宏股份,福建,互联网,20160712
1246,002805.SZ,002805,丰元股份,山东,化工原料,20160707
1247,002806.SZ,002806,华锋股份,广东,元器件,20160726
1248,002807.SZ,002807,江阴银行,江苏,银行,20160902
